maxDisap,maxDist,runMean,num_frames,num_detections,num_objects,num_predictions,num_unique_objects,num_tracks,num_matches,num_switches,num_misses,num_false_positives,precision,recall,mota,motp,mostly_tracked,partially_tracked,mostly_lost
40, 100, 40, 189,1724,1724,1724,32,111,1496,228,0,0,1.0,1.0,0.8677494199535962,0.0,32,0,0
80, 900, 90, 189,1724,1724,1724,32,23,1664,60,0,0,1.0,1.0,0.9651972157772621,0.0,32,0,0
60, 900, 160, 189,1724,1724,1724,32,23,1665,59,0,0,1.0,1.0,0.9657772621809745,0.0,32,0,0
20, 700, 140, 189,1724,1724,1724,32,31,1671,53,0,0,1.0,1.0,0.9692575406032483,0.0,32,0,0
70, 1000, 160, 189,1724,1724,1724,32,23,1665,59,0,0,1.0,1.0,0.9657772621809745,0.0,32,0,0
10, 300, 10, 189,1724,1724,1724,32,37,1706,18,0,0,1.0,1.0,0.9895591647331786,0.0,32,0,0
160, 600, 150, 189,1724,1724,1724,32,26,1673,51,0,0,1.0,1.0,0.9704176334106729,0.0,32,0,0
160, 800, 100, 189,1724,1724,1724,32,24,1669,55,0,0,1.0,1.0,0.9680974477958236,0.0,32,0,0
30, 400, 90, 189,1724,1724,1724,32,31,1672,52,0,0,1.0,1.0,0.9698375870069605,0.0,32,0,0
100, 400, 20, 189,1724,1724,1724,32,32,1683,41,0,0,1.0,1.0,0.9762180974477959,0.0,32,0,0
40, 0, 80, 189,1724,1724,1724,32,17,1656,68,0,0,1.0,1.0,0.9605568445475638,0.0,32,0,0
140, 800, 30, 189,1724,1724,1724,32,24,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
80, 700, 10, 189,1724,1724,1724,32,24,1699,25,0,0,1.0,1.0,0.9854988399071926,0.0,32,0,0
10, 100, 60, 189,1724,1724,1724,32,134,1545,179,0,0,1.0,1.0,0.8961716937354989,0.0,32,0,0
160, 200, 20, 189,1724,1724,1724,32,51,1633,91,0,0,1.0,1.0,0.947215777262181,0.0,32,0,0
30, 700, 70, 189,1724,1724,1724,32,27,1674,50,0,0,1.0,1.0,0.9709976798143851,0.0,32,0,0
30, 100, 20, 189,1724,1724,1724,32,113,1502,222,0,0,1.0,1.0,0.87122969837587,0.0,32,0,0
0, 800, 60, 189,1724,1724,1724,32,37,1691,33,0,0,1.0,1.0,0.9808584686774942,0.0,32,0,0
0, 400, 40, 189,1724,1724,1724,32,45,1690,34,0,0,1.0,1.0,0.9802784222737819,0.0,32,0,0
70, 200, 30, 189,1724,1724,1724,32,52,1625,99,0,0,1.0,1.0,0.9425754060324826,0.0,32,0,0
100, 500, 30, 189,1724,1724,1724,32,28,1678,46,0,0,1.0,1.0,0.9733178654292344,0.0,32,0,0
110, 300, 120, 189,1724,1724,1724,32,37,1660,64,0,0,1.0,1.0,0.962877030162413,0.0,32,0,0
80, 800, 120, 189,1724,1724,1724,32,24,1667,57,0,0,1.0,1.0,0.9669373549883991,0.0,32,0,0
130, 500, 60, 189,1724,1724,1724,32,29,1674,50,0,0,1.0,1.0,0.9709976798143851,0.0,32,0,0
20, 800, 1, 189,1724,1724,1724,32,25,1712,12,0,0,1.0,1.0,0.9930394431554525,0.0,32,0,0
50, 0, 140, 189,1724,1724,1724,32,17,1658,66,0,0,1.0,1.0,0.9617169373549884,0.0,32,0,0
150, 800, 140, 189,1724,1724,1724,32,24,1667,57,0,0,1.0,1.0,0.9669373549883991,0.0,32,0,0
0, 500, 100, 189,1724,1724,1724,32,45,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
130, 400, 70, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
70, 1000, 70, 189,1724,1724,1724,32,23,1664,60,0,0,1.0,1.0,0.9651972157772621,0.0,32,0,0
70, 0, 40, 189,1724,1724,1724,32,17,1679,45,0,0,1.0,1.0,0.9738979118329466,0.0,32,0,0
100, 700, 60, 189,1724,1724,1724,32,25,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
50, 100, 100, 189,1724,1724,1724,32,108,1495,229,0,0,1.0,1.0,0.867169373549884,0.0,32,0,0
0, 200, 160, 189,1724,1724,1724,32,79,1670,54,0,0,1.0,1.0,0.968677494199536,0.0,32,0,0
50, 400, 70, 189,1724,1724,1724,32,32,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
80, 300, 60, 189,1724,1724,1724,32,37,1655,69,0,0,1.0,1.0,0.9599767981438515,0.0,32,0,0
120, 100, 60, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
140, 0, 130, 189,1724,1724,1724,32,17,1655,69,0,0,1.0,1.0,0.9599767981438515,0.0,32,0,0
50, 300, 50, 189,1724,1724,1724,32,38,1652,72,0,0,1.0,1.0,0.9582366589327146,0.0,32,0,0
10, 200, 110, 189,1724,1724,1724,32,62,1656,68,0,0,1.0,1.0,0.9605568445475638,0.0,32,0,0
0, 600, 80, 189,1724,1724,1724,32,43,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
90, 200, 130, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
0, 700, 50, 189,1724,1724,1724,32,39,1686,38,0,0,1.0,1.0,0.9779582366589327,0.0,32,0,0
20, 500, 140, 189,1724,1724,1724,32,33,1679,45,0,0,1.0,1.0,0.9738979118329466,0.0,32,0,0
160, 700, 1, 189,1724,1724,1724,32,24,1709,15,0,0,1.0,1.0,0.9912993039443155,0.0,32,0,0
10, 700, 70, 189,1724,1724,1724,32,31,1684,40,0,0,1.0,1.0,0.9767981438515081,0.0,32,0,0
160, 800, 140, 189,1724,1724,1724,32,24,1667,57,0,0,1.0,1.0,0.9669373549883991,0.0,32,0,0
70, 100, 130, 189,1724,1724,1724,32,107,1495,229,0,0,1.0,1.0,0.867169373549884,0.0,32,0,0
160, 100, 130, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
50, 800, 20, 189,1724,1724,1724,32,25,1698,26,0,0,1.0,1.0,0.9849187935034803,0.0,32,0,0
20, 400, 160, 189,1724,1724,1724,32,32,1670,54,0,0,1.0,1.0,0.968677494199536,0.0,32,0,0
50, 600, 20, 189,1724,1724,1724,32,25,1698,26,0,0,1.0,1.0,0.9849187935034803,0.0,32,0,0
30, 100, 160, 189,1724,1724,1724,32,113,1504,220,0,0,1.0,1.0,0.8723897911832946,0.0,32,0,0
0, 200, 100, 189,1724,1724,1724,32,79,1670,54,0,0,1.0,1.0,0.968677494199536,0.0,32,0,0
110, 800, 10, 189,1724,1724,1724,32,22,1699,25,0,0,1.0,1.0,0.9854988399071926,0.0,32,0,0
130, 400, 1, 189,1724,1724,1724,32,27,1709,15,0,0,1.0,1.0,0.9912993039443155,0.0,32,0,0
90, 400, 60, 189,1724,1724,1724,32,32,1670,54,0,0,1.0,1.0,0.968677494199536,0.0,32,0,0
150, 100, 120, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
90, 400, 110, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
20, 200, 60, 189,1724,1724,1724,32,58,1635,89,0,0,1.0,1.0,0.9483758700696056,0.0,32,0,0
40, 900, 20, 189,1724,1724,1724,32,24,1696,28,0,0,1.0,1.0,0.9837587006960556,0.0,32,0,0
140, 200, 100, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
110, 900, 50, 189,1724,1724,1724,32,23,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
80, 900, 150, 189,1724,1724,1724,32,23,1665,59,0,0,1.0,1.0,0.9657772621809745,0.0,32,0,0
100, 200, 60, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
70, 0, 120, 189,1724,1724,1724,32,17,1662,62,0,0,1.0,1.0,0.9640371229698376,0.0,32,0,0
160, 900, 60, 189,1724,1724,1724,32,23,1675,49,0,0,1.0,1.0,0.9715777262180975,0.0,32,0,0
160, 100, 160, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
10, 700, 90, 189,1724,1724,1724,32,31,1685,39,0,0,1.0,1.0,0.9773781902552204,0.0,32,0,0
110, 0, 40, 189,1724,1724,1724,32,17,1679,45,0,0,1.0,1.0,0.9738979118329466,0.0,32,0,0
20, 900, 120, 189,1724,1724,1724,32,26,1682,42,0,0,1.0,1.0,0.9756380510440835,0.0,32,0,0
160, 700, 70, 189,1724,1724,1724,32,25,1668,56,0,0,1.0,1.0,0.9675174013921114,0.0,32,0,0
140, 400, 1, 189,1724,1724,1724,32,27,1709,15,0,0,1.0,1.0,0.9912993039443155,0.0,32,0,0
150, 500, 130, 189,1724,1724,1724,32,29,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
30, 300, 90, 189,1724,1724,1724,32,38,1670,54,0,0,1.0,1.0,0.968677494199536,0.0,32,0,0
60, 0, 10, 189,1724,1724,1724,32,17,1687,37,0,0,1.0,1.0,0.978538283062645,0.0,32,0,0
100, 600, 30, 189,1724,1724,1724,32,25,1689,35,0,0,1.0,1.0,0.9796983758700696,0.0,32,0,0
80, 100, 1, 189,1724,1724,1724,32,95,1571,153,0,0,1.0,1.0,0.9112529002320185,0.0,32,0,0
90, 700, 40, 189,1724,1724,1724,32,25,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
70, 400, 20, 189,1724,1724,1724,32,32,1684,40,0,0,1.0,1.0,0.9767981438515081,0.0,32,0,0
110, 800, 20, 189,1724,1724,1724,32,24,1698,26,0,0,1.0,1.0,0.9849187935034803,0.0,32,0,0
110, 200, 100, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
60, 900, 20, 189,1724,1724,1724,32,23,1696,28,0,0,1.0,1.0,0.9837587006960556,0.0,32,0,0
130, 800, 70, 189,1724,1724,1724,32,24,1665,59,0,0,1.0,1.0,0.9657772621809745,0.0,32,0,0
90, 500, 110, 189,1724,1724,1724,32,29,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
0, 800, 40, 189,1724,1724,1724,32,37,1687,37,0,0,1.0,1.0,0.978538283062645,0.0,32,0,0
150, 0, 80, 189,1724,1724,1724,32,17,1658,66,0,0,1.0,1.0,0.9617169373549884,0.0,32,0,0
100, 400, 100, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
60, 800, 50, 189,1724,1724,1724,32,24,1681,43,0,0,1.0,1.0,0.9750580046403712,0.0,32,0,0
60, 1000, 1, 189,1724,1724,1724,32,22,1709,15,0,0,1.0,1.0,0.9912993039443155,0.0,32,0,0
150, 100, 50, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
90, 700, 50, 189,1724,1724,1724,32,25,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
160, 100, 60, 189,1724,1724,1724,32,105,1499,225,0,0,1.0,1.0,0.8694895591647331,0.0,32,0,0
20, 800, 150, 189,1724,1724,1724,32,29,1679,45,0,0,1.0,1.0,0.9738979118329466,0.0,32,0,0
30, 900, 130, 189,1724,1724,1724,32,25,1680,44,0,0,1.0,1.0,0.974477958236659,0.0,32,0,0
50, 600, 100, 189,1724,1724,1724,32,27,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
0, 900, 50, 189,1724,1724,1724,32,36,1691,33,0,0,1.0,1.0,0.9808584686774942,0.0,32,0,0
90, 500, 20, 189,1724,1724,1724,32,28,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
0, 300, 80, 189,1724,1724,1724,32,52,1695,29,0,0,1.0,1.0,0.9831786542923434,0.0,32,0,0
140, 700, 30, 189,1724,1724,1724,32,25,1689,35,0,0,1.0,1.0,0.9796983758700696,0.0,32,0,0
160, 500, 150, 189,1724,1724,1724,32,29,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
160, 800, 80, 189,1724,1724,1724,32,24,1665,59,0,0,1.0,1.0,0.9657772621809745,0.0,32,0,0
160, 200, 70, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
80, 900, 40, 189,1724,1724,1724,32,23,1677,47,0,0,1.0,1.0,0.972737819025522,0.0,32,0,0
120, 400, 80, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
50, 700, 150, 189,1724,1724,1724,32,27,1673,51,0,0,1.0,1.0,0.9704176334106729,0.0,32,0,0
100, 200, 30, 189,1724,1724,1724,32,51,1625,99,0,0,1.0,1.0,0.9425754060324826,0.0,32,0,0
160, 0, 90, 189,1724,1724,1724,32,17,1660,64,0,0,1.0,1.0,0.962877030162413,0.0,32,0,0
130, 100, 1, 189,1724,1724,1724,32,93,1571,153,0,0,1.0,1.0,0.9112529002320185,0.0,32,0,0
60, 400, 80, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
70, 600, 150, 189,1724,1724,1724,32,26,1673,51,0,0,1.0,1.0,0.9704176334106729,0.0,32,0,0
0, 300, 40, 189,1724,1724,1724,32,51,1696,28,0,0,1.0,1.0,0.9837587006960556,0.0,32,0,0
40, 800, 130, 189,1724,1724,1724,32,26,1680,44,0,0,1.0,1.0,0.974477958236659,0.0,32,0,0
140, 1000, 20, 189,1724,1724,1724,32,22,1696,28,0,0,1.0,1.0,0.9837587006960556,0.0,32,0,0
60, 1000, 80, 189,1724,1724,1724,32,23,1663,61,0,0,1.0,1.0,0.9646171693735499,0.0,32,0,0
140, 500, 120, 189,1724,1724,1724,32,29,1688,36,0,0,1.0,1.0,0.9791183294663574,0.0,32,0,0
10, 700, 40, 189,1724,1724,1724,32,31,1686,38,0,0,1.0,1.0,0.9779582366589327,0.0,32,0,0
100, 500, 10, 189,1724,1724,1724,32,27,1701,23,0,0,1.0,1.0,0.9866589327146171,0.0,32,0,0
130, 400, 120, 189,1724,1724,1724,32,31,1676,48,0,0,1.0,1.0,0.9721577726218098,0.0,32,0,0
120, 100, 10, 189,1724,1724,1724,32,104,1513,211,0,0,1.0,1.0,0.8776102088167054,0.0,32,0,0
150, 700, 90, 189,1724,1724,1724,32,25,1666,58,0,0,1.0,1.0,0.9663573085846868,0.0,32,0,0
160, 1000, 60, 189,1724,1724,1724,32,23,1675,49,0,0,1.0,1.0,0.9715777262180975,0.0,32,0,0
130, 600, 140, 189,1724,1724,1724,32,26,1673,51,0,0,1.0,1.0,0.9704176334106729,0.0,32,0,0
160, 0, 80, 189,1724,1724,1724,32,17,1658,66,0,0,1.0,1.0,0.9617169373549884,0.0,32,0,0
10, 900, 130, 189,1724,1724,1724,32,29,1684,40,0,0,1.0,1.0,0.9767981438515081,0.0,32,0,0
100, 800, 110, 189,1724,1724,1724,32,24,1667,57,0,0,1.0,1.0,0.9669373549883991,0.0,32,0,0
70, 200, 140, 189,1724,1724,1724,32,53,1622,102,0,0,1.0,1.0,0.9408352668213457,0.0,32,0,0
100, 600, 10, 189,1724,1724,1724,32,25,1699,25,0,0,1.0,1.0,0.9854988399071926,0.0,32,0,0
60, 700, 100, 189,1724,1724,1724,32,26,1673,51,0,0,1.0,1.0,0.9704176334106729,0.0,32,0,0
